district,dem.house.2018,gop.house.2018,total.turnout.2018.house,pct_reported,precincts_reporting,precincts_total,uncontested,dem.turnout.2018.house,rep.turnout.2018.house,dem.house.margin.2018,dem.house.2016,gop.house.2016,dem.house.margin.2016,dem.house.2012,gop.house.2012,dem.house.margin.2012,dem.house.2014,gop.house.2014,dem.house.margin.2014,total.turnout.2016.house,dem.turnout.2016.house,rep.turnout.2016.house,total.turnout.2014.house,dem.turnout.2014.house,rep.turnout.2014.house,dem.turnout.2012.house,rep.turnout.2012.house,total.turnout.2012.house,obama.2008,mccain.2008,obama.margin.2008,obama.2012,romney.2012,obama.margin.2012,clinton.2016,trump.2016,clinton.margin.2016,total.pres.turnout.2016,clinton.turnout.2016,trump.turnout.2016,obama_trump,romney_clinton,too_early,stcode,abbcode,anycong,nocong,evanprot,catholic,mainprot,other,congsession,yrelected,stateabbr,cdnum,educ.coll,educ.hs,educ.no_hs,educ.some_coll,asian,black,race.oth,white,cd_num,fips_cd113,prohibit_taxpayer_abortion,cut_defense_spending,gun_control_background_checks,race_problems_isolated,attitudes_deport_immig,obamacare_repeal,white_people_advantage,abortion_always_legal,min_wage_12,full_name,prob_rep_win,proj_dem_2party,prob_dem_win,proj_rep_2party,econ.proj.dem.margin.2018,density_type,high_minus_low_density,High.density,Medium.density,Low.density,Very.low.density,density_type.slim,swing_obama_clinton,swing_house_dems,race_called,uncontested_2016,uncontested_2012,region,D.Polling.Margin
NC-06,0.43483964,0.56516036,284360,1,172,172,0,123651,160709,-0.13032072,0.408,0.592,-0.184,0.391,0.609,-0.218,0.413,0.587,-0.173,351150,143167,207983,NA,NA,NA,NA,NA,NA,0.45,0.54,-0.09,0.44,0.56,-0.13,0.41,0.56,-0.15,358853,148725,201387,0,0,0,37,NC06,42.32655,57.67345,23.032671,2.4778204,12.906652,3.9094057,116,2018,NC,6,27.92035225,28.25068493,14.39432485,29.43463796,1.904581588,14.81760503,6.41308435,76.86472903,290,3706,0.588743617,0.338198629,0.889093169,0.210016953,0.448999303,0.613466861,0.452126425,0.470449459,0.60053507,North Carolina 6th,0.879,0.44628372,0.121,0.55371628,-0.10743256,Rural-suburban mix,-0.381185462,0.008012009,0.162013602,0.44077692,0.38919747,Rural,-0.02,-0.011,1,0,1,South,NA
NC-07,0.428029981,0.555445748,282312,1,207,207,0,120838,156809,-0.127415767,0.391,0.609,-0.218,0.501,0.499,0.002,0.371,0.594,-0.222,347706,135905,211801,NA,NA,NA,NA,NA,NA,0.45,0.55,-0.1,0.44,0.56,-0.13,0.4,0.58,-0.18,357908,142809,206150,0,0,0,37,NC07,43.243793,56.756207,24.608761,4.31954,9.5111494,4.8043432,116,2018,NC,7,22.75447789,28.04403848,16.95190566,32.24957797,0.634224861,17.06800791,9.932710616,72.36505662,291,3707,0.584421275,0.344729077,0.888736991,0.251788632,0.520156259,0.64270026,0.462349871,0.528569395,0.656061815,North Carolina 7th,0.796,0.4624548,0.204,0.5375452,-0.0750904,Pure rural,-0.528182793,0,0.075833945,0.395983262,0.528182793,Rural,-0.05,0.004,1,0,1,South,5.648744886
NC-08,0.446612999,0.553387001,255521,1,206,206,0,114119,141402,-0.106774003,0.412,0.588,-0.176,0.46,0.54,-0.08,0.351,0.649,-0.297,323045,133182,189863,NA,NA,NA,NA,NA,NA,0.45,0.54,-0.09,0.45,0.55,-0.1,0.41,0.56,-0.15,331234,136233,185873,0,0,0,37,NC08,48.805901,51.194099,28.967999,3.4050443,12.64376,3.789098,116,2018,NC,8,16.19389393,33.12690412,20.90479958,29.77440236,1.062715263,18.42362558,13.2141421,67.29951706,292,3708,0.554016026,0.257770641,0.853947555,0.188566132,0.533994918,0.668328946,0.387634706,0.395489034,0.662088424,North Carolina 8th,0.8511,0.450320627,0.1489,0.549679373,-0.099358747,Pure rural,-0.492675839,0,0.061839424,0.445484737,0.492675839,Rural,-0.05,0.121,1,0,1,South,NA
NC-09,0.489326783,0.492527864,282717,1,210,210,0,138341,139246,-0.003201081,0.418,0.582,-0.164,0.469,0.531,-0.062,0,0.939,-0.939,332493,139041,193452,NA,NA,NA,NA,NA,NA,0.45,0.54,-0.09,0.44,0.56,-0.12,0.43,0.54,-0.12,343888,147072,186974,0,0,0,37,NC09,48.431,51.569,28.191658,5.4423895,11.339535,3.4574175,116,2018,NC,9,45.95663996,17.94881174,7.235817959,28.85873033,3.644097602,12.27130656,6.410384026,77.67421181,293,3709,0.522943024,0.401108868,0.84922393,0.336521994,0.431364903,0.564212977,0.517712939,0.527747274,0.580751016,North Carolina 9th,0.6093,0.49112043,0.3907,0.50887957,-0.01775914,Sparse suburban,-0.046018637,0.011768834,0.421783192,0.508660503,0.057787471,Suburban,0,0.775,1,0,1,South,0.359512585
NC-10,0.407072617,0.592927383,278228,1,197,197,0,113259,164969,-0.185854767,0.369,0.631,-0.262,0.43,0.57,-0.14,0.39,0.61,-0.22,349744,128919,220825,NA,NA,NA,NA,NA,NA,0.42,0.57,-0.16,0.41,0.59,-0.18,0.37,0.61,-0.25,355111,129233,216790,0,0,0,37,NC10,58.584846,41.415154,39.434948,2.741508,13.086562,3.3218284,116,2018,NC,10,21.88396529,29.58344635,17.27730447,31.25528389,1.399728765,11.50162955,5.791486647,81.30715503,294,3710,0.533453552,0.321518881,0.892636295,0.215817495,0.563309326,0.658449077,0.459317068,0.43845523,0.56498489,North Carolina 10th,0.9855,0.397968532,0.0145,0.602031468,-0.204062936,Rural-suburban mix,-0.294110609,0,0.076464787,0.629424604,0.294110609,Rural,-0.07,-0.042,1,0,1,South,NA
NC-11,0.387499751,0.592058962,300666,1,281,281,0,116508,178012,-0.204559212,0.359,0.641,-0.282,0.426,0.574,-0.148,0.371,0.629,-0.258,359508,129103,230405,NA,NA,NA,NA,NA,NA,0.42,0.57,-0.16,0.4,0.6,-0.21,0.34,0.63,-0.29,364055,123806,230001,0,0,0,37,NC11,55.034428,44.965572,40.927876,2.8926973,9.6955404,1.5183144,116,2018,NC,11,21.11082313,30.49157667,17.08240941,31.31519078,1.042030582,3.02235898,6.75190132,89.18370912,295,3711,0.530516719,0.347367902,0.798616093,0.309406612,0.530039381,0.680757607,0.388951341,0.389422626,0.557796301,North Carolina 11th,0.9916,0.390963843,0.0084,0.609036157,-0.218072314,Pure rural,-0.555204547,0,0.009143348,0.435652105,0.555204547,Rural,-0.08,-0.024,1,0,1,South,NA
NC-12,0.73072817,0.26927183,279138,1,146,146,0,203974,75164,0.461456341,0.67,0.33,0.34,0.796,0.204,0.592,0.754,0.247,0.507,349300,234115,115185,NA,NA,NA,NA,NA,NA,0.68,0.31,0.37,0.68,0.32,0.37,0.68,0.28,0.4,356321,243736,101161,0,0,0,37,NC12,51.9086,48.0914,22.214092,8.5569382,15.086862,6.0507078,116,2018,NC,12,22.31013113,28.19774195,19.88880113,29.60332579,4.337528543,49.03549997,10.24865913,36.37831236,296,3712,0.395299145,0.384666885,0.932706923,0.165692667,0.38564352,0.473657407,0.695323896,0.669599786,0.764679812,North Carolina 12th,1E-04,0.742263165,0.9999,0.257736835,0.484526329,Sparse suburban,0.05873817,0.078719968,0.47002111,0.431277123,0.019981799,Suburban,0.03,-0.167,1,0,1,South,NA
NC-13,0.455447827,0.515409547,286316,1,220,220,0,130402,147570,-0.059961721,0.439,0.561,-0.122,0.432,0.568,-0.136,0.427,0.573,-0.146,355492,156049,199443,NA,NA,NA,NA,NA,NA,0.48,0.51,-0.03,0.47,0.53,-0.07,0.44,0.53,-0.09,363851,160004,194170,0,0,0,37,NC13,46.865936,53.134064,23.89633,3.8770752,15.543784,3.5487471,116,2018,NC,13,38.13157499,22.57851354,10.29856087,28.9913506,2.322418803,16.75235779,7.516571036,73.40865237,297,3713,0.493130918,0.307755128,0.894238407,0.217207071,0.429934597,0.617568373,0.535307668,0.523018353,0.609494548,North Carolina 13th,0.7481,0.478148968,0.2519,0.521851032,-0.043702064,Rural-suburban mix,-0.293920476,3.68169E-05,0.245377355,0.460628534,0.293957293,Rural,-0.02,0.024,1,0,1,South,-2.874995205
ND-AL,0.356302432,0.602994913,321011,1,424,424,0,114377,193568,-0.246692481,0.237,0.691,-0.454,0.432,0.568,-0.136,0.385,0.555,-0.171,338459,80377,233980,248670,95678,138100,131869,173433,305302,0.45,0.53,-0.09,0.39,0.59,-0.2,0.28,0.64,-0.36,337963,93758,216794,0,0,0,38,ND00,67.121918,32.878082,11.687192,24.881243,29.265779,1.2877035,116,2018,ND,AL,27.055776,27.23215798,9.509269652,36.20279637,0.998285083,1.204220439,9.319555866,88.47793861,298,3801,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Dakota at-large,0.9983,0.402446596,0.0017,0.597553404,-0.195106807,Rural-suburban mix,-0.331450143,0.074783811,0.267155871,0.251826364,0.406233954,Rural,-0.16,-0.283,1,0,0,Midwest,-17.44256408
NE-01,0.396407716,0.603592284,234781,1,463,463,0,93069,141712,-0.207184568,0.305,0.695,-0.39,0.317,0.683,-0.366,0.312,0.688,-0.376,273238,83467,189771,179057,55838,123219,81206,174889,256095,0.44,0.54,-0.1,0.41,0.57,-0.17,0.36,0.58,-0.21,276046,100030,158629,0,0,0,31,NE01,53.65192,46.34808,15.8281,19.391813,16.43642,1.9955864,116,2018,NE,1,28.42718637,28.19709008,8.333655056,35.0420685,2.066239117,2.619409288,6.577988163,88.73636343,234,3101,0.539392003,0.358583403,0.919367027,0.252790048,0.45284626,0.634421916,0.453807832,0.54888422,0.60242869,Nebraska 1st,0.9991,0.385987122,0.0009,0.614012878,-0.228025757,Rural-suburban mix,-0.258535283,0.087404837,0.358713611,0.207941433,0.34594012,Rural,-0.04,-0.014,1,0,0,Midwest,-16.149208
NE-02,0.490049701,0.509950299,248485,0.981343284,263,268,0,121770,126715,-0.019900598,0.477,0.489,-0.012,0.492,0.508,-0.016,0.49,0.457,0.033,288308,137602,141066,171050,83872,78157,129767,133964,263731,0.5,0.49,0.01,0.46,0.53,-0.07,0.46,0.48,-0.02,285211,131102,137506,0,0,0,31,NE02,51.463936,48.536064,12.515373,23.591215,9.4405775,5.91677,116,2018,NE,2,36.8785654,22.66820438,9.183279445,31.26995078,2.446521678,9.655737287,9.773179251,78.12456178,235,3102,0.564127666,0.324343747,0.9348533,0.278121103,0.399995527,0.554762649,0.551476977,0.531583853,0.630149239,Nebraska 2nd,0.8546,0.46881858,0.1454,0.53118142,-0.062362839,Dense suburban,0.149872802,0.197896016,0.571399878,0.182680893,0.048023214,Suburban,0.05,-0.045,1,0,0,Midwest,-6.908540786
NE-03,0.232785133,0.767214867,213304,1,662,662,0,49654,163650,-0.534429734,0,1,-1,0.258,0.742,-0.484,0.246,0.754,-0.508,226720,0,226720,184964,45524,139440,65266,187423,252689,0.31,0.67,-0.36,0.28,0.7,-0.42,0.2,0.75,-0.55,266918,53362,199826,0,0,0,31,NE03,61.861996,38.138004,19.122644,18.260571,22.994499,1.4842815,116,2018,NE,3,19.45672944,34.83034446,11.11241933,34.60050677,0.662195777,0.881737773,6.02369366,92.43237279,236,3103,0.645684177,0.248691759,0.874306152,0.231595853,0.552575826,0.69664241,0.356395014,0.474638059,0.499903979,Nebraska 3rd,1,0.245691107,0,0.754308893,-0.508617786,Pure rural,-0.615709341,0,0.110418006,0.273872652,0.615709341,Rural,-0.13,-0.492,1,-1,0,Midwest,NA
NH-01,0.535816422,0.450269482,290928,1,114,114,0,155884,130996,0.085546939,0.458,0.444,0.014,0.52,0.48,0.04,0.481,0.517,-0.036,353451,161828,157011,242736,116769,125508,171650,158659,330309,0.53,0.46,0.06,0.5,0.49,0.02,0.47,0.48,-0.02,371973,173344,179259,1,0,0,33,NH01,35.869331,64.130669,3.3640661,24.919029,5.8999043,1.6863317,116,2018,NH,1,33.35618613,29.00614601,8.337448306,29.30021956,2.007243107,1.413810311,3.802183092,92.77676349,241,3301,0.410969167,0.310305129,0.911472293,0.157118301,0.477189681,0.599561595,0.463288259,0.59678328,0.647449081,New Hampshire 1st,0.1626,0.527218457,0.8374,0.472781543,0.054436914,Rural-suburban mix,-0.199893846,0.070615186,0.14042573,0.518450052,0.270509032,Rural,-0.04,0.05,1,0,0,Norhteast,8.445496228
NH-02,0.555735207,0.422065147,279554,1,187,187,0,155358,117990,0.13367006,0.498,0.454,0.044,0.525,0.475,0.05,0.549,0.449,0.1,350189,174386,158960,238149,130679,106857,169275,152977,322252,0.56,0.43,0.13,0.54,0.45,0.1,0.49,0.46,0.02,360294,175182,166531,0,0,0,33,NH02,34.435501,65.564499,3.7957332,22.332514,6.4226508,1.8846033,116,2018,NH,2,33.51413899,29.55434088,8.776972075,28.15454806,2.280070874,0.878595085,4.068361755,92.77297229,242,3302,0.418017069,0.37177737,0.847373243,0.180224853,0.426816495,0.53715353,0.500449261,0.629569943,0.637747703,New Hampshire 2nd,0.0012,0.587080301,0.9988,0.412919699,0.174160603,Pure rural,-0.483947976,0.035611421,0.124976272,0.31985291,0.519559397,Rural,-0.08,-0.056,1,0,0,Norhteast,19.83926536
NJ-01,0.64394992,0.332615843,263418,1,530,530,0,169628,87617,0.311334077,0.6,0.368,0.232,0.695,0.305,0.39,0.574,0.394,0.18,305473,183231,112388,162492,93315,64073,210470,92459,302929,0.65,0.34,0.31,0.65,0.34,0.31,0.61,0.36,0.25,329188,199386,118880,0,0,0,34,NJ01,51.728329,48.271671,5.959877,32.235447,7.0639768,6.469028,116,2018,NJ,1,28.13911851,32.71787794,12.29250327,26.85050028,4.432388099,16.18250323,11.72330687,67.66180181,243,3401,0.345004886,0.419802499,0.911699224,0.151374973,0.348853056,0.445616468,0.586917373,0.657894048,0.798992123,New Jersey 1st,0,0.677902029,1,0.322097971,0.355804059,Dense suburban,0.163231147,0.186788998,0.529686907,0.259966244,0.023557851,Suburban,-0.06,0.052,1,0,0,Norhteast,NA
NJ-02,0.529042471,0.452332571,258363,1,523,523,0,136685,116866,0.0767099,0.372,0.592,-0.22,0.411,0.589,-0.178,0.373,0.615,-0.242,297795,110838,176338,177148,66026,108875,116463,166679,283142,0.53,0.46,0.08,0.54,0.45,0.08,0.46,0.51,-0.05,321004,147656,162486,1,0,0,34,NJ02,42.716618,57.283382,6.6286278,23.312946,6.7743421,6.0007014,116,2018,NJ,2,23.02499362,35.79554517,15.22106673,25.95839447,3.62412932,12.94235071,10.80859457,72.62492541,244,3402,0.46858804,0.413756477,0.952885849,0.133479421,0.434309049,0.481456819,0.538114814,0.609402902,0.735396328,New Jersey 2nd,0.0297,0.570710099,0.9703,0.429289901,0.141420197,Rural-suburban mix,-0.200799386,0.06619572,0.214811451,0.451997724,0.266995105,Rural,-0.13,0.022,1,0,0,Norhteast,19.50012
NJ-03,0.500115682,0.487169043,306875,1,571,571,0,153473,149500,0.01294664,0.389,0.593,-0.204,0.455,0.545,-0.09,0.444,0.54,-0.096,328060,127526,194596,186103,82537,100471,145509,174257,319766,0.51,0.48,0.03,0.52,0.47,0.05,0.45,0.51,-0.06,365240,165090,187703,1,0,0,34,NJ03,44.212978,55.787022,4.1085005,27.050255,5.8141356,7.2400875,116,2018,NJ,3,30.32098265,33.62298619,8.98579928,27.07023188,3.25675247,10.20673901,6.568281715,79.96822681,245,3403,0.449760442,0.382242116,0.913371629,0.211551719,0.485117744,0.566635853,0.474404066,0.609611736,0.64396401,New Jersey 3rd,0.4544,0.503275011,0.5456,0.496724989,0.006550022,Sparse suburban,-0.059350914,0.02527568,0.416662229,0.473435496,0.084626594,Suburban,-0.11,-0.108,1,0,0,Norhteast,2.861301461
NJ-04,0.430667102,0.553987117,294348,1,517,517,0,126766,163065,-0.123320016,0.335,0.637,-0.302,0.356,0.644,-0.288,0.311,0.68,-0.368,332684,111532,211992,174849,54415,118826,108097,195186,303283,0.45,0.54,-0.08,0.45,0.54,-0.1,0.41,0.56,-0.15,356583,146191,198859,0,0,0,34,NJ04,53.679832,46.320168,2.8371186,36.878658,5.9280949,8.0359612,116,2018,NJ,4,36.15498479,28.95778096,8.966564732,25.92066952,3.665437052,6.533911279,5.877533559,83.92311811,246,3404,0.502630916,0.356933664,0.936041772,0.219463333,0.393156391,0.552628329,0.494375658,0.587768419,0.69175525,New Jersey 4th,0.9286,0.43599126,0.0714,0.56400874,-0.12801748,Sparse suburban,0.061501798,0.099040908,0.389279444,0.474140538,0.03753911,Suburban,-0.05,0.066,1,0,0,Norhteast,NA
NJ-05,0.561739828,0.424934481,301823,1,493,493,0,169546,128255,0.136805346,0.511,0.467,0.044,0.437,0.563,-0.126,0.433,0.554,-0.121,337701,172587,157690,188921,81808,104678,130102,167503,297605,0.49,0.51,-0.02,0.48,0.51,-0.03,0.48,0.49,-0.01,364545,173963,178058,0,0,0,34,NJ05,59.869457,40.130543,3.5869541,43.754826,5.7008166,6.8268609,116,2018,NJ,5,44.21995554,25.39141909,7.358996002,23.02962937,9.139751099,4.528887716,6.987086153,79.34427503,247,3405,0.469906537,0.444101855,0.954647425,0.184102258,0.422938032,0.520724603,0.559160962,0.647713774,0.737042665,New Jersey 5th,0.0106,0.577970707,0.9894,0.422029293,0.155941415,Dense suburban,0.119518033,0.25549166,0.332507995,0.276026719,0.135973627,Suburban,0.02,0.165,1,0,0,Norhteast,3.890160888
NJ-06,0.636325414,0.363674586,221195,1,529,529,0,140752,80443,0.272650828,0.637,0.349,0.288,0.642,0.358,0.284,0.599,0.389,0.21,263435,167895,91908,120457,72190,46891,152310,84831,237141,0.58,0.41,0.18,0.61,0.37,0.24,0.56,0.41,0.16,289648,162857,117679,0,0,0,34,NJ06,56.520176,43.479824,3.2888532,40.341385,4.8859396,8.0039978,116,2018,NJ,6,35.87570795,29.35443705,12.11186941,22.65798559,16.77058234,9.77440513,8.293108624,65.1619039,248,3406,0.388474226,0.409326358,0.940592675,0.223548375,0.334469441,0.437582584,0.646351082,0.698976587,0.772268898,New Jersey 6th,0.0002,0.67190461,0.9998,0.32809539,0.34380922,Dense suburban,0.308152434,0.308152434,0.484299062,0.207548504,0,Suburban,-0.08,0.078,1,0,0,Norhteast,NA
NJ-07,0.517394699,0.467199807,322742,1,639,639,0,166985,150785,0.050194893,0.431,0.541,-0.11,0.412,0.588,-0.176,0.388,0.593,-0.205,343635,148188,185850,175997,68232,104287,123090,175704,298794,0.47,0.52,-0.04,0.46,0.53,-0.06,0.49,0.48,0.01,371592,180530,176386,0,1,0,34,NJ07,55.204403,44.795597,4.5029402,37.299934,7.9787526,5.4227757,116,2018,NJ,7,48.82306803,23.02820875,7.02117357,21.12754965,7.787284507,4.059738293,7.104274008,81.04870319,249,3407,0.482900315,0.351749023,0.930238711,0.230486856,0.379660397,0.556427425,0.537316054,0.638188018,0.665349404,New Jersey 7th,0.1561,0.528577463,0.8439,0.471422537,0.057154925,Sparse suburban,-0.014456145,0.110866434,0.324904964,0.438906023,0.125322579,Suburban,0.07,0.095,1,0,0,Norhteast,4.211748778
NJ-08,0.781212733,0.187188427,153455,0.997772829,448,449,0,119881,28725,0.594024307,0.77,0.185,0.585,0.805,0.195,0.61,0.774,0.19,0.583,174889,134733,32337,79518,61510,15141,130858,31769,162627,0.73,0.26,0.47,0.78,0.21,0.58,0.76,0.22,0.54,229736,173834,49336,0,0,0,34,NJ08,59.489788,40.510212,3.8495383,42.284088,3.5675573,9.7886047,116,2018,NJ,8,28.74031399,29.2505089,23.19409181,18.81508531,7.979344878,10.22819737,26.25195598,55.54050177,250,3408,0.312731947,0.511748486,0.968092991,0.124027254,0.282793355,0.435925273,0.652820451,0.736976511,0.851462625,New Jersey 8th,0,0.833931842,1,0.166068158,0.667863685,Pure urban,0.929918765,0.929918765,0.047716037,0.022365198,0,Urban,-0.04,0.002,1,0,0,Norhteast,NA
NJ-09,0.702698387,0.288669567,200416,1,423,423,0,140832,57854,0.41402882,0.697,0.28,0.417,0.747,0.253,0.494,0.685,0.301,0.384,233242,162642,65376,120459,82498,36246,162834,55094,217928,0.64,0.35,0.29,0.68,0.31,0.38,0.64,0.33,0.31,276738,177954,91696,0,0,0,34,NJ09,61.10656,38.89344,3.8167322,43.833881,4.039237,9.4167089,116,2018,NJ,9,30.99561905,31.73973618,16.5171453,20.74749948,11.56636338,10.73692048,16.60435799,61.09235816,251,3409,0.45009588,0.474003987,0.960534013,0.164973529,0.377540986,0.530598309,0.644951817,0.680978466,0.806860697,New Jersey 9th,1E-04,0.743076975,0.9999,0.256923025,0.48615395,Pure urban,0.74433716,0.74433716,0.198180739,0.0574821,0,Urban,-0.07,0.033,1,0,0,Norhteast,NA
NJ-10,0.875568923,0.100874805,200159,0.887477314,489,551,0,175253,20191,0.774694118,0.857,0.119,0.738,0.892,0.108,0.784,0.854,0.126,0.728,222771,190856,26450,112123,95734,14154,201435,24271,225706,0.85,0.15,0.7,0.88,0.12,0.76,0.85,0.13,0.72,274410,233822,35111,0,0,1,34,NJ10,59.023907,40.976093,4.3732681,38.441692,4.805089,11.403857,116,2018,NJ,10,25.87745527,31.92130488,16.57963007,25.62160978,6.393830312,52.36517229,12.02154988,29.21944751,252,3410,0.344671248,0.50026809,0.966630416,0.127407226,0.321982686,0.35738337,0.747205992,0.788796114,0.897899094,New Jersey 10th,0,0.89949277,1,0.10050723,0.798985541,Pure urban,0.871654887,0.877253207,0.108048319,0.009100153,0.005598321,Urban,-0.04,0.01,1,0,0,Norhteast,NA
NJ-11,0.56767231,0.421300846,323574,1,576,576,0,183684,136322,0.146371464,0.389,0.58,-0.191,0.405,0.595,-0.19,0.374,0.626,-0.251,334992,130162,194299,174932,65477,109455,123935,182239,306174,0.47,0.52,-0.05,0.47,0.52,-0.06,0.48,0.49,-0.01,380595,182334,185696,0,0,0,34,NJ11,57.811005,42.188995,4.6792002,39.137753,5.6095414,8.38451,116,2018,NJ,11,49.60722098,23.57375344,6.263817387,20.55520819,8.925465295,3.599001809,4.700643712,82.77488918,253,3411,0.39828067,0.349286726,0.873913491,0.240284427,0.404719885,0.482800129,0.538611253,0.658573002,0.649016542,New Jersey 11th,0.1478,0.531734155,0.8522,0.468265845,0.06346831,Sparse suburban,0.126979504,0.143588095,0.366126537,0.473676778,0.01660859,Suburban,0.05,0.06,1,0,0,Norhteast,4.501072185
NJ-12,0.686811293,0.313188707,252375,1,544,544,0,173334,79041,0.373622585,0.629,0.32,0.309,0.701,0.299,0.402,0.61,0.365,0.244,288634,181430,92407,148366,90430,54168,189938,80907,270845,0.66,0.33,0.32,0.67,0.32,0.34,0.65,0.32,0.33,314766,204661,100043,0,0,0,34,NJ12,55.075954,44.924046,4.2830496,36.996372,6.4591093,7.3374233,116,2018,NJ,12,41.94801972,24.91510479,11.2882886,21.8485869,14.54005895,17.24221513,10.22408157,57.99364435,254,3412,0.374310358,0.470234017,0.942864907,0.212693242,0.343102134,0.404059334,0.664500531,0.726537703,0.766663911,New Jersey 12th,0.0002,0.709348749,0.9998,0.290651251,0.418697498,Dense suburban,0.176700804,0.206681943,0.472836183,0.290500735,0.029981139,Suburban,-0.01,0.065,1,0,0,Norhteast,NA
NM-01,0.591326125,0.363245599,249162,1,468,468,0,147336,90507,0.228080526,0.651,0.349,0.302,0.592,0.408,0.184,0.586,0.414,0.172,277967,181088,96879,180032,105474,74558,162924,112473,275397,0.6,0.39,0.21,0.55,0.4,0.16,0.52,0.35,0.17,285170,147250,100132,0,0,0,35,NM01,47.003166,52.996834,12.07529,26.729937,3.6439486,4.5539913,116,2018,NM,1,31.02904311,24.43540715,13.36171952,31.17383022,2.070944908,2.597694087,27.62564476,67.70571625,255,3501,0.50377942,0.3550566,0.866920781,0.300518202,0.400393981,0.509926981,0.568798584,0.620542652,0.633860832,New Mexico 1st,0.023,0.568602104,0.977,0.431397896,0.137204208,Dense suburban,0.149684356,0.257992291,0.490107346,0.143592428,0.108307935,Suburban,0.01,0.13,1,0,0,West,9.991006894
NM-02,0.509339744,0.490660256,199256,1,501,501,0,101489,97767,0.018679488,0.372,0.627,-0.255,0.409,0.591,-0.182,0.355,0.644,-0.289,228813,85232,143514,147777,52499,95209,92162,133180,225342,0.48,0.5,-0.02,0.45,0.52,-0.07,0.4,0.5,-0.1,234095,93363,117211,0,0,0,35,NM02,49.56739,50.43261,16.264755,26.37007,3.3506083,3.5819573,116,2018,NM,2,19.5131999,27.95953632,20.97886413,31.54839965,0.69248976,1.640375866,19.02589396,78.64124042,256,3502,0.473928252,0.32318961,0.869185956,0.190353389,0.475569584,0.616770406,0.47982603,0.569002299,0.586868395,New Mexico 2nd,0.6078,0.492094086,0.3922,0.507905914,-0.015811828,Rural-suburban mix,-0.363880484,0.01269229,0.147569194,0.463165742,0.376572774,Rural,-0.03,0.034,1,0,0,West,-2.321339241
NM-03,0.63375025,0.312083236,244893,1,524,524,0,155201,76427,0.321667014,0.624,0.376,0.248,0.631,0.369,0.262,0.615,0.385,0.231,273342,170612,102730,184076,113249,70775,167103,97616,264719,0.61,0.38,0.24,0.58,0.39,0.19,0.52,0.37,0.15,279053,144621,102323,0,0,0,35,NM03,53.66608,46.33392,12.06235,32.121971,3.3665116,6.1152477,116,2018,NM,3,26.11556219,26.78231939,15.54024081,31.5618776,1.029880247,1.649580602,32.27444036,65.04609879,257,3503,0.431401901,0.40178021,0.850836476,0.213963438,0.423410349,0.562776965,0.576419531,0.598111561,0.706054674,New Mexico 3rd,1E-04,0.650035548,0.9999,0.349964452,0.300071095,Pure rural,-0.476394468,0.017072276,0.227589754,0.261871226,0.493466744,Rural,-0.04,0.017,1,0,0,West,20.39708223
NV-01,0.66167108,0.30865763,152201,1,309,309,0,100707,46978,0.353013449,0.619,0.288,0.331,0.668,0.332,0.336,0.568,0.379,0.19,188352,116537,54174,80299,45643,30413,113967,56521,170488,0.65,0.33,0.32,0.66,0.32,0.33,0.62,0.33,0.29,196840,121321,64233,0,0,0,32,NV01,35.761292,64.238708,7.7236404,18.147676,1.3874047,8.5025702,116,2018,NV,1,14.8340386,31.86540888,24.77760216,28.52295036,7.627040207,9.243876125,17.76422541,65.36485826,237,3201,0.414310034,0.359534196,0.783517548,0.191703625,0.455826181,0.550761885,0.507702385,0.621943413,0.721890698,Nevada 1st,1E-04,0.716992071,0.9999,0.283007929,0.433984142,Urban-suburban mix,0.695935016,0.696277147,0.266702779,0.036677943,0.00034213,Urban,-0.04,0.141,1,0,0,West,30.01080341
NV-02,0.417692332,0.582307668,287537,1,765,765,0,120102,167435,-0.164615336,0.369,0.583,-0.214,0.386,0.614,-0.228,0.279,0.657,-0.378,313336,115722,182676,186210,52016,122402,102019,162213,264232,0.49,0.48,0.01,0.45,0.53,-0.08,0.4,0.52,-0.12,326011,129318,169631,0,0,0,32,NV02,30.219694,69.780304,8.4462147,12.881236,2.0091219,6.8831215,116,2018,NV,2,23.72280594,26.66227212,13.44554974,36.1693722,3.728542043,1.850993249,13.01250407,81.40796063,238,3202,0.433543378,0.316363388,0.783859083,0.226254753,0.446668874,0.51791377,0.462923438,0.635357662,0.640648449,Nevada 2nd,0.9574,0.42627474,0.0426,0.57372526,-0.14745052,Rural-suburban mix,-0.068153924,0.186194266,0.290138093,0.269319451,0.25434819,Rural,-0.04,0.164,1,0,0,West,-14.79066656
